# Last modified: 07-11-2017@22:02:00
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_327t1	ANK2	4	1	113970785	114304896	113970785-113970968,114095572-114095673,114117524-114117622,114120167-114120265,114153317-114153415,114158143-114158328,114158755-114158778,114161641-114161739,114163267-114163365,114170920-114171018,114176891-114177088,114179206-114179304,114179469-114179567,114186053-114186151,114195608-114195805,114198993-114199091,114199616-114199714,114203831-114204028,114208761-114208859,114209544-114209642,114213572-114213670,114214596-114214694,114223923-114223995,114232411-114232555,114238863-114238965,114239673-114239776,114251402-114251626,114253128-114253226,114254210-114254364,114257002-114257213,114257733-114257937,114260382-114260478,114262844-114263072,114264173-114264298,114267056-114267178,114269432-114269464,114271384-114271405,114274201-114280455,114281979-114282053,114284494-114284625,114286195-114286338,114288722-114289007,114290670-114290961,114294246-114294329,114294441-114294605,114302613-114304896	LRG_327p1	113970885	114302627
LRG_327t2	ANK2	4	1	113739239	114304896	113739239-113739420,113825611-113825670,114095572-114095673,114117524-114117622,114120167-114120265,114153317-114153415,114158143-114158328,114158755-114158778,114161641-114161739,114163267-114163365,114170920-114171018,114176891-114177088,114179206-114179304,114179469-114179567,114186053-114186151,114195608-114195805,114198993-114199091,114199616-114199714,114203831-114204028,114208761-114208859,114209544-114209642,114213572-114213670,114214596-114214694,114223923-114223995,114232411-114232555,114238863-114238965,114239673-114239776,114244915-114244950,114251402-114251626,114253128-114253226,114254210-114254364,114257002-114257213,114257733-114257937,114260382-114260478,114262844-114263072,114264173-114264298,114267056-114267178,114269432-114269464,114271384-114271405,114281979-114282053,114284494-114284625,114286195-114286338,114288722-114289007,114290670-114290961,114294246-114294329,114294441-114294605,114302613-114304896	LRG_327p2	113825650	114302627
LRG_328t1	KCNJ2	17	1	68165676	68176185	68165676-68165842,68170965-68176185	LRG_328p1	68171181	68172464
LRG_329t1	CAV3	3	1	8775486	8788451	8775486-8775676,8787212-8788451	LRG_329p1	8775563	8787553
LRG_330t1	SCN4B	11	-1	118004092	118023630	118004092-118007835,118011922-118012051,118014548-118014776,118015772-118015944,118023328-118023630	LRG_330p1	118007742	118023388
LRG_331t1	AKAP9	7	1	91570189	91739987	91570189-91570461,91603025-91603282,91609603-91609647,91621472-91621525,91622199-91622369,91623935-91624090,91624917-91625114,91630162-91632549,91641743-91641956,91643563-91643642,91645443-91645581,91646331-91646416,91651552-91651666,91652128-91652323,91659209-91659305,91660826-91660918,91667733-91668086,91669988-91670212,91671360-91671500,91671982-91672085,91674322-91674527,91682040-91682272,91690574-91690736,91691588-91691800,91694545-91694777,91695741-91695860,91699344-91699520,91700219-91700323,91706169-91706321,91707010-91707189,91708393-91709466,91711836-91711976,91712484-91712969,91713954-91714017,91714133-91714254,91714809-91715000,91715542-91715730,91718699-91718843,91722411-91722630,91724337-91724487,91726003-91726671,91726900-91727108,91727423-91727528,91729001-91729183,91730170-91730370,91731908-91732140,91734992-91735077,91736607-91736736,91737808-91737947,91739436-91739987	LRG_331p1	91570414	91739473
LRG_332t1	SNTA1	20	-1	31995763	32031698	31995763-31996405,31996507-31996694,31997941-31998137,32000102-32000232,32000381-32000588,32005525-32005729,32026647-32026832,32031117-32031698	LRG_332p1	31996313	32031426
LRG_333t1	KCNJ5	11	1	128761313	128787964	128761313-128761616,128781159-128782105,128786304-128787964	LRG_333p1	128781169	128786626
LRG_334t1	CACNA1C	12	1	2162416	2807115	2162416-2162777,2224390-2224711,2229491-2229596,2558142-2558281,2566733-2566872,2595270-2595428,2602356-2602552,2614008-2614111,2621978-2622150,2659109-2659199,2666117-2666143,2675588-2675748,2676735-2676960,2690756-2690963,2691988-2692108,2693669-2693783,2694542-2694662,2695001-2695070,2702379-2702511,2705040-2705169,2706396-2706455,2711020-2711126,2714247-2714334,2714845-2714952,2715777-2715829,2716150-2716296,2717677-2717878,2719707-2719865,2721069-2721179,2743463-2743546,2757641-2757673,2760806-2760934,2763001-2763066,2764313-2764404,2773991-2774156,2774747-2774874,2775852-2775948,2778099-2778201,2783707-2783808,2786260-2786387,2786899-2787033,2788610-2788962,2791716-2791844,2794902-2795008,2795332-2795435,2797613-2797945,2800066-2807115	LRG_334p1	2162729	2800365
LRG_334t2	CACNA1C	12	1	2162416	2807115	2162416-2162777,2224390-2224711,2229491-2229596,2558142-2558281,2566733-2566872,2595270-2595428,2602356-2602552,2614008-2614111,2621978-2622150,2659109-2659199,2666117-2666143,2675588-2675748,2676735-2676960,2690756-2690963,2691988-2692108,2693669-2693783,2694542-2694662,2695001-2695070,2702379-2702511,2705040-2705169,2706396-2706455,2706603-2706662,2711020-2711126,2714247-2714334,2714845-2714952,2715777-2715829,2716150-2716296,2717677-2717878,2719707-2719865,2721069-2721179,2742795-2742878,2743463-2743546,2757641-2757673,2760806-2760934,2763001-2763066,2764313-2764404,2773991-2774156,2774747-2774874,2775852-2775948,2778099-2778201,2783707-2783808,2786260-2786387,2786899-2787033,2788610-2788962,2791716-2791844,2794902-2795008,2795332-2795435,2797613-2797945,2800066-2807115	LRG_334p2	2162729	2800365
LRG_334t3	CACNA1C	12	1	2162416	2807115	2162416-2162777,2224390-2224711,2229491-2229596,2558142-2558281,2566733-2566872,2595270-2595428,2602356-2602552,2614008-2614111,2621978-2622150,2659109-2659199,2666117-2666143,2675588-2675748,2676735-2676960,2690756-2690963,2691988-2692108,2693669-2693783,2694542-2694662,2695001-2695070,2702379-2702511,2705040-2705169,2706603-2706662,2711020-2711126,2714247-2714334,2714845-2714952,2715777-2715829,2716150-2716296,2717677-2717878,2719707-2719865,2721069-2721179,2743463-2743546,2757641-2757673,2760806-2760934,2763001-2763066,2764313-2764404,2773991-2774156,2774747-2774874,2775852-2775948,2778099-2778201,2783707-2783808,2786260-2786387,2786899-2787033,2788610-2788962,2791116-2791220,2791716-2791844,2794902-2795008,2795332-2795435,2797613-2797945,2800066-2807115	LRG_334p3	2162729	2800365
LRG_334t4	CACNA1C	12	1	2162416	2807115	2162416-2162777,2224390-2224711,2229491-2229596,2558142-2558281,2566733-2566872,2595270-2595428,2602356-2602552,2613602-2613705,2621978-2622150,2659109-2659199,2666117-2666143,2675588-2675748,2676735-2676960,2690756-2690963,2691988-2692108,2693669-2693783,2694542-2694662,2695001-2695070,2702379-2702511,2705040-2705169,2706603-2706662,2711020-2711126,2714247-2714334,2714845-2714952,2715777-2715829,2716150-2716296,2717677-2717878,2719707-2719865,2721069-2721179,2743463-2743546,2757641-2757673,2760806-2760934,2763001-2763066,2764313-2764404,2773991-2774156,2774747-2774874,2775852-2775948,2778099-2778201,2783707-2783808,2786260-2786387,2786899-2787033,2788610-2788962,2791716-2791844,2794902-2795008,2795332-2795435,2797613-2797945,2800066-2807115	LRG_334p4	2162729	2800365
LRG_335t1	ELF4	X	-1	129198895	129244475	129198895-129201500,129203275-129203652,129205015-129205207,129205311-129205394,129206201-129206392,129208024-129208116,129208556-129208727,129215230-129215513,129244300-129244475	LRG_335p1	129200696	129215304
LRG_336t1	CPS1	2	1	211421323	211543831	211421323-211421583,211438022-211438131,211441070-211441214,211442145-211442234,211444438-211444494,211447341-211447433,211452782-211452871,211454830-211454958,211455524-211455630,211456555-211456693,211457603-211457680,211459232-211459330,211460211-211460306,211464096-211464285,211465279-211465436,211466926-211467054,211469826-211469970,211471455-211471665,211473085-211473283,211476841-211477017,211481147-211481265,211502426-211502567,211503874-211503939,211504720-211504783,211507208-211507389,211512587-211512781,211513197-211513264,211515087-211515162,211518749-211518826,211521249-211521356,211523323-211523412,211525209-211525379,211527847-211527921,211532910-211533008,211539626-211539685,211540452-211540564,211541731-211541860,211542611-211543831	LRG_336p1	211421458	211542709
LRG_337t1	OPA1	3	1	193310933	193415600	193310933-193311198,193332512-193332830,193333463-193333559,193334967-193335074,193336658-193336725,193349401-193349454,193353207-193353311,193354984-193355070,193355741-193355854,193360554-193360634,193360764-193360838,193361162-193361233,193361317-193361416,193361764-193361894,193363342-193363414,193363517-193363589,193364854-193364969,193365859-193365923,193366584-193366660,193372651-193372816,193374869-193375021,193376676-193376784,193377271-193377350,193380611-193380751,193382669-193382785,193384085-193384178,193384959-193385069,193409852-193409921,193412395-193415600	LRG_337p1	193311167	193409916
LRG_337t2	OPA1	3	1	193310933	193415600	193310933-193311198,193332512-193332830,193333463-193333559,193334967-193335074,193335573-193335626,193336658-193336725,193343881-193343991,193349401-193349454,193353207-193353311,193354984-193355070,193355741-193355854,193360554-193360634,193360764-193360838,193361162-193361233,193361317-193361416,193361764-193361894,193363342-193363414,193363517-193363589,193364854-193364969,193365859-193365923,193366584-193366660,193372651-193372816,193374869-193375021,193376676-193376784,193377271-193377350,193380611-193380751,193382669-193382785,193384085-193384178,193384959-193385069,193409852-193409921,193412395-193415600	LRG_337p2	193311167	193409916
LRG_338t1	LCT	2	-1	136545415	136594750	136545415-136546114,136547141-136547368,136548228-136548451,136552211-136552345,136555599-136555708,136558177-136558379,136561500-136561698,136562337-136562627,136564698-136564966,136566013-136567563,136569881-136570526,136574911-136575631,136579590-136579668,136581471-136581573,136587163-136587246,136590681-136590760,136594100-136594750	LRG_338p1	136545894	136594739
LRG_339t1	FXN	9	1	71650479	71693993	71650479-71650863,71661301-71661398,71668056-71668176,71679854-71679951,71687528-71693993	LRG_339p1	71650699	71687678
LRG_340t1	DHCR7	11	-1	71145457	71159477	71145457-71146885,71148858-71148989,71149925-71150129,71152273-71152486,71153309-71153399,71155039-71155261,71155901-71156004,71158656-71158780,71159336-71159477	LRG_340p1	71146421	71155998
LRG_341t1	UNC119	17	-1	26873725	26879646	26873725-26874427,26874695-26874867,26875017-26875119,26875610-26875723,26879356-26879646	LRG_341p1	26874315	26879575
LRG_341t2	UNC119	17	-1	26873725	26879646	26873725-26874867,26875017-26875119,26875610-26875723,26879356-26879646	LRG_341p2	26874642	26879575
LRG_342t1	TINF2	14	-1	24708849	24711880	24708849-24709137,24709270-24709361,24709469-24709536,24709625-24710081,24710226-24710322,24710410-24710517,24710881-24710982,24711096-24711200,24711347-24711880	LRG_342p1	24709003	24711538
LRG_342t2	TINF2	14	-1	24708849	24711880	24708849-24710081,24710226-24710322,24710410-24710517,24710881-24710982,24711096-24711200,24711347-24711880	LRG_342p2	24709621	24711538
LRG_343t1	TERT	5	-1	1253282	1295162	1253282-1253946,1254483-1254620,1255402-1255526,1258713-1258774,1260589-1260715,1264519-1264707,1266579-1266650,1268635-1268748,1271234-1271319,1272300-1272395,1278756-1278911,1279406-1279585,1280273-1280453,1282544-1282739,1293428-1294781,1294886-1295162	LRG_343p1	1253843	1295104
LRG_344t1	KRAS	12	-1	25357723	25403865	25357723-25362845,25368371-25368494,25378548-25378707,25380168-25380346,25398208-25398329,25403685-25403865	LRG_344p1	25368375	25398318
LRG_344t2	KRAS	12	-1	25357723	25403865	25357723-25362845,25378548-25378707,25380168-25380346,25398208-25398329,25403685-25403865	LRG_344p2	25362729	25398318
LRG_345t1	NOP10	15	-1	34633917	34635362	34633917-34634309,34635221-34635362	LRG_345p1	34634169	34635274
LRG_346t1	NHP2	5	-1	177576464	177580961	177576464-177576839,177577889-177577994,177580492-177580561,177580659-177580961	LRG_346p1	177576714	177580818
LRG_347t1	TERC	3	-1	169482398	169482848	169482398-169482848			
LRG_348t1	CR2	1	1	207627645	207663240	207627645-207627821,207639871-207640257,207641872-207642060,207642145-207642244,207642495-207642577,207643040-207643447,207644085-207644261,207644342-207644432,207644768-207644844,207646117-207646524,207646890-207647066,207647146-207647230,207647586-207647668,207648169-207648561,207649579-207649764,207651230-207651415,207652602-207652625,207653323-207653398,207658809-207658917,207662487-207663240	LRG_348p1	207627764	207658899
LRG_349t1	MASP1	3	-1	186964142	187009810	186964142-186965173,186968039-186968117,186969422-186969540,186970956-186971103,186974452-186974648,186978529-186978660,186980331-186980508,187003613-187003844,187009416-187009810	LRG_349p1	186965121	187009420
LRG_349t2	MASP1	3	-1	186933873	187009810	186933873-186938049,186938823-186938922,186940915-186940982,186943112-186943297,186944195-186944308,186947548-186947685,186959269-186959343,186961272-186961409,186968039-186968117,186969422-186969540,186970956-186971103,186974452-186974648,186978529-186978660,186980331-186980508,187003613-187003844,187009416-187009810	LRG_349p2	186937859	187009420
LRG_349t3	MASP1	3	-1	186951870	187009810	186951870-186954355,186959269-186959343,186961272-186961409,186968039-186968117,186969422-186969540,186970956-186971103,186974452-186974648,186978529-186978660,186980331-186980508,187003613-187003844,187009416-187009810	LRG_349p3	186953472	187009420
LRG_350t1	COLEC11	2	1	3642422	3692234	3642422-3642758,3651905-3652060,3660901-3660972,3685123-3685194,3687868-3687921,3691034-3691129,3691317-3692234	LRG_350p1	3651931	3691708
LRG_351t1	VPS13B	8	1	100025494	100889814	100025494-100025575,100025988-100026163,100050651-100050794,100108540-100108660,100115181-100115348,100123326-100123507,100127928-100128102,100133405-100133673,100146860-100146955,100147243-100147365,100147824-100147961,100148893-100148980,100155202-100155393,100160069-100160238,100168777-100168971,100182267-100182391,100205104-100205285,100286426-100286560,100287309-100287482,100396436-100396545,100403785-100403932,100443765-100443892,100454629-100454863,100479642-100479862,100493827-100494030,100513915-100514086,100515064-100515178,100519998-100520139,100523332-100523740,100533127-100533238,100568678-100568881,100587886-100588012,100589718-100589861,100654039-100654726,100673582-100673719,100711753-100712160,100729399-100729601,100732573-100732780,100733091-100733275,100779002-100779198,100789003-100789184,100790910-100791259,100796543-100796704,100821603-100821758,100829768-100830031,100830679-100830762,100830941-100831116,100831640-100831810,100832149-100832350,100833522-100833710,100836060-100836206,100844597-100844880,100847425-100847552,100847767-100847966,100861004-100861122,100865679-100866484,100871532-100871708,100874004-100874174,100880517-100880693,100883013-100883115,100883676-100883925,100887646-100889814	LRG_351p1	100026017	100887894
LRG_351t2	VPS13B	8	1	100025494	100889814	100025494-100025575,100025988-100026163,100050651-100050794,100108540-100108660,100115181-100115348,100123326-100123507,100127928-100128102,100133405-100133673,100146860-100146955,100147243-100147365,100147824-100147961,100148893-100148980,100155202-100155393,100160069-100160238,100168777-100168971,100182267-100182391,100205104-100205285,100286426-100286560,100287309-100287482,100396436-100396545,100403785-100403932,100443765-100443892,100454629-100454863,100479642-100479862,100493827-100494030,100513915-100514086,100515064-100515178,100519365-100519431,100523332-100523740,100533127-100533238,100568678-100568881,100587886-100588012,100589718-100589861,100654039-100654726,100673582-100673719,100711753-100712160,100729399-100729601,100732573-100732780,100733091-100733275,100779002-100779198,100789003-100789184,100790910-100791259,100796543-100796704,100821603-100821758,100829768-100830031,100830679-100830762,100830941-100831116,100831640-100831810,100832149-100832350,100833522-100833710,100836060-100836206,100844597-100844880,100847425-100847552,100847767-100847966,100861004-100861122,100865679-100866484,100871532-100871708,100874004-100874174,100880517-100880693,100883013-100883115,100883676-100883925,100887646-100889814	LRG_351p2	100026017	100887894
LRG_351t3	VPS13B	8	1	100025494	100222015	100025494-100025575,100025988-100026163,100050651-100050794,100108540-100108660,100115181-100115348,100123326-100123507,100127928-100128102,100133405-100133673,100146860-100146955,100147243-100147365,100147824-100147961,100148893-100148980,100155202-100155393,100160069-100160238,100168777-100168971,100182267-100182391,100205104-100205285,100221820-100222015	LRG_351p3	100026017	100221896
